review_text,label,label_text,ground_truth,predicted_sentiment,latency_seconds,consistency_run_labels,raw_model_outputs
"if the plot seems a bit on the skinny side , that 's because panic room is interested in nothing more than sucking you in ... and making you sweat .",3,positive,POSITIVE,VERY POSITIVE,0.7753031253814697,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]"
generates an enormous feeling of empathy for its characters .,3,positive,POSITIVE,VERY POSITIVE,0.7167470455169678,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
one just waits grimly for the next shock without developing much attachment to the characters .,2,neutral,NEUTRAL,NEGATIVE,0.6673009395599365,NEGATIVE | NEGATIVE | NEGATIVE,"[NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[NEGATIVE]"
over and over again .,1,negative,NEGATIVE,NEUTRAL,0.6795501708984375,NEGATIVE | VERY NEGATIVE | VERY POSITIVE,"[NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]

--- RUN ---

[VERY_POSITIVE]"
campanella gets the tone just right -- funny in the middle of sad in the middle of hopeful .,3,positive,POSITIVE,VERY POSITIVE,0.7429201602935791,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY POSITIVE]"
igby goes down is one of those movies .,2,neutral,NEUTRAL,VERY NEGATIVE,0.71030592918396,VERY NEGATIVE | VERY POSITIVE | VERY NEGATIVE,"[VERY_NEGATIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_NEGATIVE]"
nicholson 's understated performance is wonderful .,4,very positive,VERY POSITIVE,POSITIVE,0.6762714385986328,POSITIVE | POSITIVE | POSITIVE,"[POSITIVE]

--- RUN ---

[POSITIVE]

--- RUN ---

[POSITIVE]"
"at its worst , the movie is pretty diverting ; the pity is that it rarely achieves its best .",2,neutral,NEUTRAL,VERY NEGATIVE,0.7525451183319092,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY_NEGATIVE]

--- RUN ---

[VERY NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]"
"a sham construct based on theory , sleight-of-hand , and ill-wrought hypothesis .",1,negative,NEGATIVE,VERY NEGATIVE,0.7696089744567871,VERY NEGATIVE | VERY NEGATIVE | NEGATIVE,"[VERY_NEGATIVE]

--- RUN ---

[VERY NEGATIVE]

--- RUN ---

[NEGATIVE]"
isabelle huppert excels as the enigmatic mika and anna mouglalis is a stunning new young talent in one of chabrol 's most intense psychological mysteries .,4,very positive,VERY POSITIVE,VERY POSITIVE,0.8749864101409912,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
"any chekhov is better than no chekhov , but it would be a shame if this was your introduction to one of the greatest plays of the last 100 years .",2,neutral,NEUTRAL,VERY POSITIVE,0.8111860752105713,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
"return to never land is reliable , standard disney animated fare , with enough creative energy and wit to entertain all ages .",4,very positive,VERY POSITIVE,POSITIVE,0.7280011177062988,POSITIVE | POSITIVE | POSITIVE,"[POSITIVE]

--- RUN ---

[POSITIVE]

--- RUN ---

[POSITIVE]"
the gentle comic treatment of adolescent sturm und drang should please fans of chris fuhrman 's posthumously published cult novel .,3,positive,POSITIVE,VERY POSITIVE,0.7585701942443848,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
exactly what you 'd expect from a guy named kaos .,2,neutral,NEUTRAL,VERY NEGATIVE,0.7168738842010498,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY_NEGATIVE]

--- RUN ---

[VERY NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]"
the dragons are the real stars of reign of fire and you wo n't be disappointed .,3,positive,POSITIVE,VERY POSITIVE,0.74542236328125,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
displays the potential for a better movie than what bailly manages to deliver,2,neutral,NEUTRAL,NEGATIVE,0.6915774345397949,NEGATIVE | NEGATIVE | VERY NEGATIVE,"[NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]"
"the low-key direction is pleasingly emphatic in this properly intense , claustrophobic tale of obsessive love .",3,positive,POSITIVE,VERY POSITIVE,0.7623906135559082,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
it 's mostly a pleasure to watch .,3,positive,POSITIVE,POSITIVE,0.616361141204834,POSITIVE | POSITIVE | POSITIVE,"[POSITIVE]

--- RUN ---

[POSITIVE]

--- RUN ---

[POSITIVE]"
too bad .,1,negative,NEGATIVE,NEGATIVE,0.6228570938110352,NEGATIVE | NEGATIVE | NEGATIVE,"[NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[NEGATIVE]"
"like most of jaglom 's films , some of it is honestly affecting , but more of it seems contrived and secondhand .",1,negative,NEGATIVE,VERY NEGATIVE,0.741248369216919,VERY NEGATIVE | VERY NEGATIVE | NEGATIVE,"[VERY_NEGATIVE]

--- RUN ---

[VERY NEGATIVE]

--- RUN ---

[NEGATIVE]"
a fun ride .,3,positive,POSITIVE,POSITIVE,0.6187229156494141,POSITIVE | POSITIVE | POSITIVE,"[POSITIVE]

--- RUN ---

[POSITIVE]

--- RUN ---

[POSITIVE]"
kinnear 's performance is a career-defining revelation .,4,very positive,VERY POSITIVE,VERY POSITIVE,0.6898515224456787,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY POSITIVE]"
allen 's funniest and most likeable movie in years .,4,very positive,VERY POSITIVE,VERY POSITIVE,0.6898913383483887,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
delirious fun .,4,very positive,VERY POSITIVE,VERY POSITIVE,0.6740729808807373,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]"
"this is a gorgeous film - vivid with color , music and life .",4,very positive,VERY POSITIVE,VERY POSITIVE,0.6949748992919922,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
the plot plummets into a comedy graveyard before janice comes racing to the rescue in the final reel .,2,neutral,NEUTRAL,VERY NEGATIVE,0.7301161289215088,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]"
you live the mood rather than savour the story .,3,positive,POSITIVE,NEGATIVE,0.6736729145050049,NEGATIVE | NEGATIVE | NEGATIVE,"[NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[NEGATIVE]"
the director seems to take an unseemly pleasure in -lrb- the characters ' -rrb- misery and at the same time to congratulate himself for having the guts to confront it .,1,negative,NEGATIVE,VERY NEGATIVE,0.8121743202209473,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]"
"clockstoppers is one of those crazy , mixed-up films that does n't know what it wants to be when it grows up .",1,negative,NEGATIVE,NEGATIVE,0.7490551471710205,NEGATIVE | VERY NEGATIVE | NEGATIVE,"[NEGATIVE]

--- RUN ---

[VERY NEGATIVE]

--- RUN ---

[NEGATIVE]"
"if disney 's cinderella proved that ' a dream is a wish your heart makes , ' then cinderella ii proves that a nightmare is a wish a studio 's wallet makes .",1,negative,NEGATIVE,VERY NEGATIVE,0.784780740737915,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY_NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]"
rodriguez ... was unable to reproduce the special spark between the characters that made the first film such a delight .,2,neutral,NEUTRAL,NEGATIVE,0.7114417552947998,NEGATIVE | NEGATIVE | NEGATIVE,"[NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[NEGATIVE]"
post 9\/11 the philosophical message of `` personal freedom first '' might not be as palatable as intended .,2,neutral,NEUTRAL,NEGATIVE,0.7103667259216309,NEGATIVE | NEGATIVE | NEGATIVE,"[NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[NEGATIVE]"
lurid and less than lucid work .,1,negative,NEGATIVE,VERY NEGATIVE,0.7165672779083252,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY_NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]"
"not once in the rush to save the day did i become very involved in the proceedings ; to me , it was just a matter of ` eh . '",1,negative,NEGATIVE,NEGATIVE,0.7278890609741211,NEGATIVE | VERY NEGATIVE | NEGATIVE,"[NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]

--- RUN ---

[NEGATIVE]"
"oh , look at that clever angle !",3,positive,POSITIVE,NEUTRAL,0.6603622436523438,NEUTRAL | NEUTRAL | NEUTRAL,"[NEUTRAL]

--- RUN ---

[NEUTRAL]

--- RUN ---

[NEUTRAL]"
a bit too derivative to stand on its own as the psychological thriller it purports to be .,2,neutral,NEUTRAL,NEGATIVE,0.684830904006958,NEGATIVE | NEGATIVE | NEGATIVE,"[NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[NEGATIVE]"
"this is a stunning film , a one-of-a-kind tour de force .",4,very positive,VERY POSITIVE,VERY POSITIVE,0.6781299114227295,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
"those prone to indignation need not apply ; those susceptible to blue hilarity , step right up .",3,positive,POSITIVE,VERY POSITIVE,0.7227656841278076,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]"
... its solemn pretension prevents us from sharing the awe in which it holds itself .,1,negative,NEGATIVE,NEGATIVE,0.651918888092041,NEGATIVE | NEGATIVE | VERY NEGATIVE,"[NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]"
and that should tell you everything you need to know about all the queen 's men .,2,neutral,NEUTRAL,VERY NEGATIVE,0.71368408203125,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY_NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]"
it 's worth taking the kids to .,4,very positive,VERY POSITIVE,POSITIVE,0.6314997673034668,POSITIVE | POSITIVE | POSITIVE,"[POSITIVE]

--- RUN ---

[POSITIVE]

--- RUN ---

[POSITIVE]"
"if the tuxedo actually were a suit , it would fit chan like a $ 99 bargain-basement special .",1,negative,NEGATIVE,VERY NEGATIVE,0.7587316036224365,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]"
the characters are more deeply thought through than in most ` right-thinking ' films .,3,positive,POSITIVE,VERY POSITIVE,0.7762801647186279,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
"this is a very ambitious project for a fairly inexperienced filmmaker , but good actors , good poetry and good music help sustain it .",3,positive,POSITIVE,VERY POSITIVE,0.7821578979492188,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
a reworking of die hard and cliffhanger but it 's nowhere near as exciting as either .,1,negative,NEGATIVE,NEGATIVE,0.7042999267578125,NEGATIVE | NEGATIVE | NEGATIVE,"[NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[NEGATIVE]"
one of the best looking and stylish animated movies in quite a while ...,4,very positive,VERY POSITIVE,VERY POSITIVE,0.691570520401001,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
"enough said , except : film overboard !",0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.6850204467773438,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY_NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]"
one of those terrific documentaries that collect a bunch of people who are enthusiastic about something and then figures out how to make us share their enthusiasm .,4,very positive,VERY POSITIVE,VERY POSITIVE,0.7541544437408447,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]"
"mckay shows crushingly little curiosity about , or is ill-equipped to examine , the interior lives of the characters in his film , much less incorporate them into his narrative .",0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.7827155590057373,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]"
i prefer to think of it as `` pootie tang with a budget . '',2,neutral,NEUTRAL,VERY NEGATIVE,0.6865329742431641,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY_NEGATIVE]

--- RUN ---

[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]"
"collateral damage is trash , but it earns extra points by acting as if it were n't .",0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.7137761116027832,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]"
"plods along , minus the twisted humor and eye-popping visuals that have made miike ... a cult hero .",2,neutral,NEUTRAL,NEGATIVE,0.6772427558898926,NEGATIVE | NEGATIVE | NEGATIVE,"[NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[NEGATIVE]"
clare peploe 's airless movie adaptation could use a little american pie-like irreverence .,1,negative,NEGATIVE,VERY NEGATIVE,0.724374532699585,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]"
"never again , while nothing special , is pleasant , diverting and modest -- definitely a step in the right direction .",3,positive,POSITIVE,POSITIVE,0.6788649559020996,POSITIVE | POSITIVE | POSITIVE,"[POSITIVE]

--- RUN ---

[POSITIVE]

--- RUN ---

[POSITIVE]"
"-lrb- the kid 's -rrb- just too bratty for sympathy , and as the film grows to its finale , his little changes ring hollow .",1,negative,NEGATIVE,VERY NEGATIVE,0.7262916564941406,VERY NEGATIVE | VERY NEGATIVE | NEGATIVE,"[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]

--- RUN ---

[NEGATIVE]"
"the three leads produce adequate performances , but what 's missing from this material is any depth of feeling .",0,very negative,VERY NEGATIVE,NEGATIVE,0.655059814453125,NEGATIVE | NEGATIVE | NEGATIVE,"[NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[NEGATIVE]"
"hey everybody , wanna watch a movie in which a guy dressed as a children 's party clown gets violently gang-raped ?",0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.743208646774292,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]"
"it 's simply stupid , irrelevant and deeply , truly , bottomlessly cynical .",0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.6954057216644287,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY_NEGATIVE]

--- RUN ---

[VERY NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]"
"the connected stories of breitbart and hanussen are actually fascinating , but the filmmaking in invincible is such that the movie does not do them justice .",1,negative,NEGATIVE,VERY NEGATIVE,0.7350599765777588,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY_NEGATIVE]

--- RUN ---

[VERY NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]"
"the movie is a negligible work of manipulation , an exploitation piece doing its usual worst to guilt-trip parents .",1,negative,NEGATIVE,VERY NEGATIVE,0.706298828125,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]"
an intriguing look at the french film industry during the german occupation ; its most delightful moments come when various characters express their quirky inner selves .,3,positive,POSITIVE,VERY POSITIVE,0.739748477935791,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]"
baby-faced renner is eerily convincing as this bland blank of a man with unimaginable demons within .,3,positive,POSITIVE,VERY POSITIVE,0.7730424404144287,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
"jackson tries to keep the plates spinning as best he can , but all the bouncing back and forth ca n't help but become a bit tedious -- even with the breathtaking landscapes and villainous varmints there to distract you from the ricocheting .",2,neutral,NEUTRAL,VERY NEGATIVE,0.8511486053466797,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]"
bad movie .,0,very negative,VERY NEGATIVE,NEGATIVE,0.644780158996582,VERY NEGATIVE | NEGATIVE | NEGATIVE,"[VERY_NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[NEGATIVE]"
an infuriating film .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.6504149436950684,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]"
"largely , this is a movie that also does it by the numbers .",2,neutral,NEUTRAL,NEGATIVE,0.6320631504058838,NEGATIVE | NEGATIVE | NEGATIVE,"[NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[NEGATIVE]"
a compelling film .,4,very positive,VERY POSITIVE,POSITIVE,0.6232993602752686,POSITIVE | POSITIVE | POSITIVE,"[POSITIVE]

--- RUN ---

[POSITIVE]

--- RUN ---

[POSITIVE]"
"it might be ` easier ' to watch on video at home , but that should n't stop die-hard french film connoisseurs from going out and enjoying the big-screen experience .",3,positive,POSITIVE,VERY POSITIVE,0.7660717964172363,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]"
never comes together as a coherent whole .,1,negative,NEGATIVE,NEGATIVE,0.5954887866973877,NEGATIVE | NEGATIVE | NEGATIVE,"[NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[NEGATIVE]"
amazingly lame .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.6481702327728271,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY_NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]"
"a taut , sobering film .",4,very positive,VERY POSITIVE,VERY POSITIVE,0.6518759727478027,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
perhaps the best sports movie i 've ever seen .,4,very positive,VERY POSITIVE,VERY POSITIVE,0.6925055980682373,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
"there 's a neat twist , subtly rendered , that could have wrapped things up at 80 minutes , but kang tacks on three or four more endings .",2,neutral,NEUTRAL,VERY NEGATIVE,0.7567863464355469,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]"
"the movie worked for me right up to the final scene , and then it caved in .",2,neutral,NEUTRAL,VERY NEGATIVE,0.7153658866882324,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY_NEGATIVE]

--- RUN ---

[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]"
might be one of those vanity projects in which a renowned filmmaker attempts to show off his talent by surrounding himself with untalented people .,2,neutral,NEUTRAL,VERY NEGATIVE,0.7645092010498047,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]"
"methodical , measured , and gently tedious in its comedy , secret ballot is a purposefully reductive movie -- which may be why it 's so successful at lodging itself in the brain .",4,very positive,VERY POSITIVE,VERY POSITIVE,0.8198337554931641,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]"
"... feels as if -lrb- there 's -rrb- a choke leash around your neck so director nick cassavetes can give it a good , hard yank whenever he wants you to feel something .",0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.8642842769622803,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]"
only at the prospect of beck 's next project .,2,neutral,NEUTRAL,VERY NEGATIVE,0.6669256687164307,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY_NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]

--- RUN ---

[VERY NEGATIVE]"
offers a clear-eyed chronicle of a female friendship that is more complex and honest than anything represented in a hollywood film .,4,very positive,VERY POSITIVE,VERY POSITIVE,0.7154371738433838,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
apparently reassembled from the cutting-room floor of any given daytime soap .,1,negative,NEGATIVE,VERY NEGATIVE,0.6827089786529541,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY_NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]"
the name says it all .,2,neutral,NEUTRAL,VERY POSITIVE,0.6441245079040527,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
"a rollicking ride , with jaw-dropping action sequences , striking villains , a gorgeous color palette , astounding technology , stirring music and a boffo last hour that leads up to a strangely sinister happy ending .",4,very positive,VERY POSITIVE,VERY POSITIVE,0.8014905452728271,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
"many of the effective horror elements are dampened through familiarity , -lrb- yet -rrb- are worthwhile .",2,neutral,NEUTRAL,NEUTRAL,0.7456130981445312,NEUTRAL | NEUTRAL | NEGATIVE,"[NEUTRAL]

--- RUN ---

[NEUTRAL]

--- RUN ---

[NEGATIVE]"
sayles ... once again strands his superb performers in the same old story .,1,negative,NEGATIVE,NEGATIVE,0.6833388805389404,NEGATIVE | NEGATIVE | NEGATIVE,"[NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[NEGATIVE]"
it 's pauly shore awful .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.675119161605835,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]

--- RUN ---

[VERY NEGATIVE]"
"i had more fun with ben stiller 's zoolander , which i thought was rather clever .",2,neutral,NEUTRAL,POSITIVE,0.7119455337524414,VERY POSITIVE | POSITIVE | POSITIVE,"[VERY POSITIVE]

--- RUN ---

[POSITIVE]

--- RUN ---

[POSITIVE]"
he may have meant the internet short saving ryan 's privates .,2,neutral,NEUTRAL,VERY NEGATIVE,0.712670087814331,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY_NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]

--- RUN ---

[VERY NEGATIVE]"
what ultimately makes windtalkers a disappointment is the superficial way it deals with its story .,0,very negative,VERY NEGATIVE,NEGATIVE,0.6978521347045898,NEGATIVE | NEGATIVE | NEGATIVE,"[NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[NEGATIVE]"
it 's not a motion picture ; it 's an utterly static picture .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.6923642158508301,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY_NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]"
"yes , i suppose it 's lovely that cal works out his issues with his dad and comes to terms with his picture-perfect life -- but world traveler gave me no reason to care , so i did n't .",0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.802159309387207,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY_NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]"
ali 's graduation from little screen to big is far less painful than his opening scene encounter with an over-amorous terrier .,2,neutral,NEUTRAL,VERY NEGATIVE,0.7525324821472168,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]"
there 's something to be said for a studio-produced film that never bothers to hand viewers a suitcase full of easy answers .,3,positive,POSITIVE,VERY POSITIVE,0.7364482879638672,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
the entire movie is filled with deja vu moments .,2,neutral,NEUTRAL,NEGATIVE,0.6836326122283936,NEGATIVE | NEGATIVE | NEGATIVE,"[NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[NEGATIVE]"
the world needs more filmmakers with passionate enthusiasms like martin scorsese .,4,very positive,VERY POSITIVE,VERY POSITIVE,0.7174110412597656,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
"this is a fragmented film , once a good idea that was followed by the bad idea to turn it into a movie .",0,very negative,VERY NEGATIVE,NEGATIVE,0.6735858917236328,NEGATIVE | NEGATIVE | NEGATIVE,"[NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[NEGATIVE]"
